时间[min]	数据[pA]
1.7747	7.8440
1.7750	7.8450
1.7753	7.8460
1.7757	7.8460
1.7760	7.8470
1.7763	7.8480
1.7767	7.8480
1.7770	7.8490
1.7773	7.8490
1.7777	7.8500
1.7780	7.8510
1.7783	7.8510
1.7787	7.8520
1.7790	7.8530
1.7793	7.8530
1.7797	7.8540
1.7800	7.8550
1.7803	7.8560
1.7807	7.8560
1.7810	7.8570
1.7813	7.8580
1.7817	7.8590
1.7820	7.8600
1.7823	7.8610
1.7827	7.8610
1.7830	7.8620
1.7833	7.8630
1.7837	7.8640
1.7840	7.8650
1.7843	7.8660
1.7847	7.8670
1.7850	7.8680
1.7853	7.8690
1.7857	7.8700
1.7860	7.8710
1.7863	7.8710
1.7867	7.8720
1.7870	7.8730
1.7873	7.8740
1.7877	7.8750
1.7880	7.8760
1.7883	7.8770
1.7887	7.8780
1.7890	7.8790
1.7893	7.8800
1.7897	7.8810
1.7900	7.8820
1.7903	7.8820
1.7907	7.8830
1.7910	7.8840
1.7913	7.8850
1.7917	7.8860
1.7920	7.8870
1.7923	7.8870
1.7927	7.8880
1.7930	7.8890
1.7933	7.8900
1.7937	7.8910
1.7940	7.8910
1.7943	7.8920
1.7947	7.8930
1.7950	7.8940
1.7953	7.8950
1.7957	7.8950
1.7960	7.8960
1.7963	7.8970
1.7967	7.8980
1.7970	7.8980
1.7973	7.8990
1.7977	7.9000
1.7980	7.9010
1.7983	7.9010
1.7987	7.9020
1.7990	7.9030
1.7993	7.9040
1.7997	7.9040
1.8000	7.9050
1.8003	7.9050
1.8007	7.9060
1.8010	7.9060
1.8013	7.9070
1.8017	7.9070
1.8020	7.9080
1.8023	7.9080
1.8027	7.9080
1.8030	7.9090
1.8033	7.9090
1.8037	7.9100
1.8040	7.9100
1.8043	7.9100
1.8047	7.9110
1.8050	7.9110
1.8053	7.9110
1.8057	7.9110
1.8060	7.9120
1.8063	7.9120
1.8067	7.9120
1.8070	7.9130
1.8073	7.9130
1.8077	7.9130
1.8080	7.9130
1.8083	7.9130
1.8087	7.9130
1.8090	7.9130
1.8093	7.9140
1.8097	7.9140
1.8100	7.9140
1.8103	7.9140
1.8107	7.9130
1.8110	7.9130
1.8113	7.9130
1.8117	7.9130
1.8120	7.9130
1.8123	7.9130
1.8127	7.9120
1.8130	7.9120
1.8133	7.9120
1.8137	7.9110
1.8140	7.9110
1.8143	7.9110
1.8147	7.9100
1.8150	7.9100
1.8153	7.9090
1.8157	7.9090
1.8160	7.9080
1.8163	7.9080
1.8167	7.9070
1.8170	7.9070
1.8173	7.9060
1.8177	7.9050
1.8180	7.9050
1.8183	7.9040
1.8187	7.9030
1.8190	7.9030
1.8193	7.9020
1.8197	7.9020
1.8200	7.9010
1.8203	7.9000
1.8207	7.8990
1.8210	7.8980
1.8213	7.8970
1.8217	7.8970
1.8220	7.8960
1.8223	7.8950
1.8227	7.8940
1.8230	7.8930
1.8233	7.8920
1.8237	7.8910
1.8240	7.8910
1.8243	7.8900
1.8247	7.8890
1.8250	7.8880
1.8253	7.8870
1.8257	7.8860
1.8260	7.8850
1.8263	7.8840
1.8267	7.8830
1.8270	7.8820
1.8273	7.8810
1.8277	7.8800
1.8280	7.8790
1.8283	7.8780
1.8287	7.8770
1.8290	7.8760
1.8293	7.8750
1.8297	7.8740
1.8300	7.8730
1.8303	7.8720
1.8307	7.8710
1.8310	7.8700
1.8313	7.8690
1.8317	7.8680
1.8320	7.8670
1.8323	7.8670
1.8327	7.8660
1.8330	7.8650
1.8333	7.8640
1.8337	7.8630
1.8340	7.8620
1.8343	7.8610
1.8347	7.8600
1.8350	7.8590
1.8353	7.8580
1.8357	7.8580
1.8360	7.8570
1.8363	7.8560
1.8367	7.8550
1.8370	7.8540
1.8373	7.8540
1.8377	7.8530
1.8380	7.8520
1.8383	7.8510
1.8387	7.8510
1.8390	7.8500
1.8393	7.8490
1.8397	7.8490
1.8400	7.8480
1.8403	7.8470
1.8407	7.8470
1.8410	7.8460
1.8413	7.8450
1.8417	7.8450
1.8420	7.8440
1.8423	7.8440
1.8427	7.8430
1.8430	7.8430
1.8433	7.8420
1.8437	7.8420
1.8440	7.8410
1.8443	7.8410
1.8447	7.8400
1.8450	7.8400
1.8453	7.8390
1.8457	7.8390
1.8460	7.8380
1.8463	7.8380
1.8467	7.8370
1.8470	7.8370
1.8473	7.8370
1.8477	7.8360
1.8480	7.8360
1.8483	7.8350
1.8487	7.8350
1.8490	7.8340
1.8493	7.8340
1.8497	7.8340
1.8500	7.8330
1.8503	7.8330
1.8507	7.8330
1.8510	7.8320
1.8513	7.8320
1.8517	7.8310
1.8520	7.8310
1.8523	7.8310
1.8527	7.8310
1.8530	7.8300
1.8533	7.8300
1.8537	7.8300
1.8540	7.8300
1.8543	7.8290
1.8547	7.8290
1.8550	7.8290
1.8553	7.8290
1.8557	7.8290
1.8560	7.8280
1.8563	7.8280
1.8567	7.8280
1.8570	7.8280
1.8573	7.8280
1.8577	7.8280
1.8580	7.8270
1.8583	7.8270
1.8587	7.8270
1.8590	7.8270
1.8593	7.8270
1.8597	7.8270
1.8600	7.8260
1.8603	7.8260
1.8607	7.8260
1.8610	7.8260
1.8613	7.8260
1.8617	7.8260
1.8620	7.8260
1.8623	7.8260
1.8627	7.8250
1.8630	7.8250
1.8633	7.8250
1.8637	7.8250
1.8640	7.8250
1.8643	7.8250
1.8647	7.8250
1.8650	7.8250
1.8653	7.8250
1.8657	7.8250
1.8660	7.8250
1.8663	7.8250
1.8667	7.8250
1.8670	7.8240
1.8673	7.8240
1.8677	7.8240
1.8680	7.8240
1.8683	7.8240
1.8687	7.8240
1.8690	7.8240
1.8693	7.8240
1.8697	7.8240
1.8700	7.8240
1.8703	7.8240
1.8707	7.8240
1.8710	7.8240
1.8713	7.8240
1.8717	7.8240
1.8720	7.8230
1.8723	7.8230
1.8727	7.8230
1.8730	7.8230
1.8733	7.8230
1.8737	7.8230
1.8740	7.8230
1.8743	7.8230
1.8747	7.8230
1.8750	7.8230
1.8753	7.8230
1.8757	7.8230
1.8760	7.8230
1.8763	7.8230
1.8767	7.8230
1.8770	7.8230
1.8773	7.8230
1.8777	7.8230
1.8780	7.8230
1.8783	7.8230
1.8787	7.8230
1.8790	7.8230
1.8793	7.8230
1.8797	7.8230
1.8800	7.8230
1.8803	7.8230
1.8807	7.8230
1.8810	7.8230
1.8813	7.8230
1.8817	7.8240
1.8820	7.8240
1.8823	7.8240
1.8827	7.8240
1.8830	7.8240
1.8833	7.8240
1.8837	7.8240
1.8840	7.8250
1.8843	7.8250
1.8847	7.8250
1.8850	7.8250
1.8853	7.8250
1.8857	7.8250
1.8860	7.8250
1.8863	7.8250
1.8867	7.8260
1.8870	7.8260
1.8873	7.8250
1.8877	7.8250
1.8880	7.8250
1.8883	7.8260
1.8887	7.8260
1.8890	7.8260
1.8893	7.8250
1.8897	7.8250
1.8900	7.8250
1.8903	7.8250
1.8907	7.8260
1.8910	7.8260
1.8913	7.8250
1.8917	7.8250
1.8920	7.8260
1.8923	7.8250
1.8927	7.8250
1.8930	7.8250
1.8933	7.8250
1.8937	7.8250
1.8940	7.8250
1.8943	7.8250
1.8947	7.8250
1.8950	7.8250
1.8953	7.8250
1.8957	7.8250
1.8960	7.8250
1.8963	7.8250
1.8967	7.8250
1.8970	7.8250
1.8973	7.8250
1.8977	7.8250
1.8980	7.8250
1.8983	7.8240
1.8987	7.8240
1.8990	7.8240
1.8993	7.8240
1.8997	7.8240
1.9000	7.8240
1.9003	7.8240
1.9007	7.8240
1.9010	7.8230
1.9013	7.8230
1.9017	7.8230
1.9020	7.8230
1.9023	7.8230
1.9027	7.8230
1.9030	7.8230
1.9033	7.8220
1.9037	7.8220
1.9040	7.8220
1.9043	7.8220
1.9047	7.8220
1.9050	7.8220
1.9053	7.8220
1.9057	7.8220
1.9060	7.8220
1.9063	7.8210
1.9067	7.8210
1.9070	7.8210
1.9073	7.8210
1.9077	7.8210
1.9080	7.8210
1.9083	7.8210
1.9087	7.8210
1.9090	7.8200
1.9093	7.8200
1.9097	7.8200
1.9100	7.8200
1.9103	7.8200
1.9107	7.8200
1.9110	7.8200
1.9113	7.8200
1.9117	7.8200
1.9120	7.8200
1.9123	7.8200
1.9127	7.8200
1.9130	7.8200
1.9133	7.8200
1.9137	7.8200
1.9140	7.8200
1.9143	7.8200
1.9147	7.8200
1.9150	7.8210
1.9153	7.8210
1.9157	7.8200
1.9160	7.8200
1.9163	7.8200
1.9167	7.8200
1.9170	7.8200
1.9173	7.8210
1.9177	7.8210
1.9180	7.8210
1.9183	7.8210
1.9187	7.8210
1.9190	7.8210
1.9193	7.8210
1.9197	7.8210
1.9200	7.8210
1.9203	7.8210
1.9207	7.8210
1.9210	7.8210
1.9213	7.8210
1.9217	7.8210
1.9220	7.8210
1.9223	7.8210
1.9227	7.8210
1.9230	7.8210
1.9233	7.8210
1.9237	7.8210
1.9240	7.8210
1.9243	7.8210
1.9247	7.8210
1.9250	7.8210
1.9253	7.8210
1.9257	7.8210
1.9260	7.8210
1.9263	7.8210
1.9267	7.8210
1.9270	7.8210
1.9273	7.8210
1.9277	7.8210
1.9280	7.8200
1.9283	7.8200
1.9287	7.8200
1.9290	7.8200
1.9293	7.8200
1.9297	7.8200
1.9300	7.8200
1.9303	7.8200
1.9307	7.8190
1.9310	7.8190
1.9313	7.8190
1.9317	7.8190
1.9320	7.8190
1.9323	7.8190
1.9327	7.8190
1.9330	7.8180
1.9333	7.8180
1.9337	7.8180
1.9340	7.8180
1.9343	7.8180
1.9347	7.8180
1.9350	7.8180
1.9353	7.8180
1.9357	7.8180
1.9360	7.8170
1.9363	7.8170
1.9367	7.8170
1.9370	7.8170
1.9373	7.8170
1.9377	7.8170
1.9380	7.8170
1.9383	7.8170
1.9387	7.8170
1.9390	7.8170
1.9393	7.8170
1.9397	7.8170
1.9400	7.8170
1.9403	7.8170
1.9407	7.8170
1.9410	7.8170
1.9413	7.8170
1.9417	7.8170
1.9420	7.8170
1.9423	7.8170
1.9427	7.8170
1.9430	7.8180
1.9433	7.8180
1.9437	7.8180
1.9440	7.8180
1.9443	7.8180
1.9447	7.8180
1.9450	7.8180
1.9453	7.8180
1.9457	7.8180
1.9460	7.8180
1.9463	7.8180
1.9467	7.8180
1.9470	7.8180
1.9473	7.8180
1.9477	7.8190
1.9480	7.8190
1.9483	7.8190
1.9487	7.8190
1.9490	7.8190
1.9493	7.8190
1.9497	7.8190
1.9500	7.8190
1.9503	7.8190
1.9507	7.8190
1.9510	7.8190
1.9513	7.8190
1.9517	7.8190
1.9520	7.8190
1.9523	7.8190
1.9527	7.8190
1.9530	7.8190
1.9533	7.8190
1.9537	7.8200
1.9540	7.8200
1.9543	7.8200
1.9547	7.8200
1.9550	7.8200
1.9553	7.8200
1.9557	7.8200
1.9560	7.8200
1.9563	7.8200
1.9567	7.8200
1.9570	7.8210
1.9573	7.8210
1.9577	7.8210
1.9580	7.8210
1.9583	7.8210
1.9587	7.8210
1.9590	7.8210
1.9593	7.8210
1.9597	7.8210
1.9600	7.8210
1.9603	7.8210
1.9607	7.8210
1.9610	7.8210
1.9613	7.8210
1.9617	7.8210
1.9620	7.8210
1.9623	7.8210
1.9627	7.8210
1.9630	7.8210
1.9633	7.8210
1.9637	7.8210
1.9640	7.8210
1.9643	7.8210
1.9647	7.8210
1.9650	7.8210
1.9653	7.8210
1.9657	7.8210
1.9660	7.8210
1.9663	7.8210
1.9667	7.8210
1.9670	7.8210
1.9673	7.8210
1.9677	7.8210
1.9680	7.8220
1.9683	7.8220
1.9687	7.8220
1.9690	7.8220
1.9693	7.8220
1.9697	7.8220
1.9700	7.8220
1.9703	7.8220
1.9707	7.8220
1.9710	7.8220
1.9713	7.8220
1.9717	7.8220
1.9720	7.8220
1.9723	7.8220
1.9727	7.8220
1.9730	7.8220
1.9733	7.8220
1.9737	7.8220
1.9740	7.8230
1.9743	7.8230
1.9747	7.8230
1.9750	7.8230
1.9753	7.8230
1.9757	7.8230
1.9760	7.8230
1.9763	7.8230
1.9767	7.8240
1.9770	7.8240
1.9773	7.8240
1.9777	7.8240
1.9780	7.8250
1.9783	7.8250
1.9787	7.8250
1.9790	7.8260
1.9793	7.8270
1.9797	7.8270
1.9800	7.8280
1.9803	7.8280
1.9807	7.8290
1.9810	7.8290
1.9813	7.8300
1.9817	7.8300
1.9820	7.8310
1.9823	7.8320
1.9827	7.8330
1.9830	7.8330
1.9833	7.8340
1.9837	7.8350
1.9840	7.8360
1.9843	7.8370
1.9847	7.8380
1.9850	7.8390
1.9853	7.8400
1.9857	7.8420
1.9860	7.8430
1.9863	7.8440
1.9867	7.8450
1.9870	7.8460
1.9873	7.8480
1.9877	7.8490
1.9880	7.8510
1.9883	7.8520
1.9887	7.8540
1.9890	7.8560
1.9893	7.8570
1.9897	7.8590
1.9900	7.8610
1.9903	7.8630
1.9907	7.8650
1.9910	7.8680
1.9913	7.8700
1.9917	7.8730
1.9920	7.8760
1.9923	7.8780
1.9927	7.8810
1.9930	7.8840
1.9933	7.8870
1.9937	7.8910
1.9940	7.8940
1.9943	7.8970
1.9947	7.9010
1.9950	7.9050
1.9953	7.9090
1.9957	7.9130
1.9960	7.9170
1.9963	7.9210
1.9967	7.9260
1.9970	7.9300
1.9973	7.9350
1.9977	7.9400
1.9980	7.9450
1.9983	7.9510
1.9987	7.9560
1.9990	7.9620
1.9993	7.9680
1.9997	7.9740
2.0000	7.9810
2.0003	7.9870
2.0007	7.9940
2.0010	8.0010
2.0013	8.0080
2.0017	8.0150
2.0020	8.0230
2.0023	8.0310
2.0027	8.0390
2.0030	8.0470
2.0033	8.0560
2.0037	8.0650
2.0040	8.0740
2.0043	8.0830
2.0047	8.0930
2.0050	8.1030
2.0053	8.1130
2.0057	8.1240
2.0060	8.1340
2.0063	8.1450
2.0067	8.1560
2.0070	8.1670
2.0073	8.1790
2.0077	8.1910
2.0080	8.2030
2.0083	8.2160
2.0087	8.2290
2.0090	8.2420
2.0093	8.2550
2.0097	8.2690
2.0100	8.2820
2.0103	8.2960
2.0107	8.3100
2.0110	8.3250
2.0113	8.3400
2.0117	8.3550
2.0120	8.3710
2.0123	8.3860
2.0127	8.4020
2.0130	8.4190
2.0133	8.4350
2.0137	8.4520
2.0140	8.4690
2.0143	8.4860
2.0147	8.5040
2.0150	8.5210
2.0153	8.5390
2.0157	8.5580
2.0160	8.5760
2.0163	8.5940
2.0167	8.6130
2.0170	8.6320
2.0173	8.6520
2.0177	8.6710
2.0180	8.6900
2.0183	8.7100
2.0187	8.7300
2.0190	8.7500
2.0193	8.7700
2.0197	8.7900
2.0200	8.8100
2.0203	8.8300
2.0207	8.8510
2.0210	8.8710
2.0213	8.8920
2.0217	8.9130
2.0220	8.9330
2.0223	8.9540
2.0227	8.9750
2.0230	8.9960
2.0233	9.0170
2.0237	9.0380
2.0240	9.0580
2.0243	9.0790
2.0247	9.0990
2.0250	9.1200
2.0253	9.1400
2.0257	9.1610
2.0260	9.1810
2.0263	9.2010
2.0267	9.2200
2.0270	9.2400
2.0273	9.2600
2.0277	9.2790
2.0280	9.2980
2.0283	9.3170
2.0287	9.3360
2.0290	9.3540
2.0293	9.3730
2.0297	9.3910
2.0300	9.4080
2.0303	9.4250
2.0307	9.4420
2.0310	9.4590
2.0313	9.4760
2.0317	9.4910
2.0320	9.5070
2.0323	9.5220
2.0327	9.5370
2.0330	9.5510
2.0333	9.5650
2.0337	9.5790
2.0340	9.5920
2.0343	9.6040
2.0347	9.6160
2.0350	9.6280
2.0353	9.6390
2.0357	9.6490
2.0360	9.6590
2.0363	9.6690
2.0367	9.6780
2.0370	9.6860
2.0373	9.6940
2.0377	9.7020
2.0380	9.7090
2.0383	9.7150
2.0387	9.7200
2.0390	9.7260
2.0393	9.7300
2.0397	9.7340
2.0400	9.7370
2.0403	9.7400
2.0407	9.7430
2.0410	9.7440
2.0413	9.7450
2.0417	9.7460
2.0420	9.7460
2.0423	9.7450
2.0427	9.7440
2.0430	9.7420
2.0433	9.7400
2.0437	9.7360
2.0440	9.7330
2.0443	9.7280
2.0447	9.7240
2.0450	9.7180
2.0453	9.7130
2.0457	9.7060
2.0460	9.6990
2.0463	9.6910
2.0467	9.6830
2.0470	9.6740
2.0473	9.6650
2.0477	9.6560
2.0480	9.6460
2.0483	9.6350
2.0487	9.6240
2.0490	9.6120
2.0493	9.6000
2.0497	9.5870
2.0500	9.5740
2.0503	9.5610
2.0507	9.5470
2.0510	9.5330
2.0513	9.5180
2.0517	9.5030
2.0520	9.4870
2.0523	9.4710
2.0527	9.4550
2.0530	9.4390
2.0533	9.4220
2.0537	9.4050
2.0540	9.3870
2.0543	9.3700
2.0547	9.3520
2.0550	9.3330
2.0553	9.3150
2.0557	9.2960
2.0560	9.2780
2.0563	9.2580
2.0567	9.2390
2.0570	9.2200
2.0573	9.2000
2.0577	9.1810
2.0580	9.1610
2.0583	9.1410
2.0587	9.1210
2.0590	9.1010
2.0593	9.0810
2.0597	9.0600
2.0600	9.0400
2.0603	9.0200
2.0607	8.9990
2.0610	8.9790
2.0613	8.9590
2.0617	8.9380
2.0620	8.9180
2.0623	8.8980
2.0627	8.8770
2.0630	8.8570
2.0633	8.8370
2.0637	8.8170
2.0640	8.7970
2.0643	8.7770
2.0647	8.7580
2.0650	8.7380
2.0653	8.7190
2.0657	8.7000
2.0660	8.6810
2.0663	8.6620
2.0667	8.6430
2.0670	8.6240
2.0673	8.6060
2.0677	8.5880
2.0680	8.5700
2.0683	8.5530
2.0687	8.5350
2.0690	8.5180
2.0693	8.5010
2.0697	8.4840
2.0700	8.4670
2.0703	8.4510
2.0707	8.4350
2.0710	8.4190
2.0713	8.4030
2.0717	8.3880
2.0720	8.3730
2.0723	8.3580
2.0727	8.3430
2.0730	8.3290
2.0733	8.3150
2.0737	8.3010
2.0740	8.2870
2.0743	8.2740
2.0747	8.2610
2.0750	8.2480
2.0753	8.2350
2.0757	8.2230
2.0760	8.2110
2.0763	8.1990
2.0767	8.1870
2.0770	8.1760
2.0773	8.1650
2.0777	8.1540
2.0780	8.1440
2.0783	8.1340
2.0787	8.1240
2.0790	8.1140
2.0793	8.1050
2.0797	8.0950
2.0800	8.0860
2.0803	8.0770
2.0807	8.0690
2.0810	8.0610
2.0813	8.0530
2.0817	8.0450
2.0820	8.0370
2.0823	8.0290
2.0827	8.0220
2.0830	8.0140
2.0833	8.0070
2.0837	8.0010
2.0840	7.9940
2.0843	7.9880
2.0847	7.9820
2.0850	7.9760
2.0853	7.9700
2.0857	7.9640
2.0860	7.9580
2.0863	7.9530
2.0867	7.9480
2.0870	7.9430
2.0873	7.9380
2.0877	7.9330
2.0880	7.9290
2.0883	7.9240
2.0887	7.9200
2.0890	7.9160
2.0893	7.9120
2.0897	7.9080
2.0900	7.9050
2.0903	7.9010
2.0907	7.8970
2.0910	7.8940
2.0913	7.8910
2.0917	7.8880
2.0920	7.8850
2.0923	7.8820
2.0927	7.8790
2.0930	7.8770
2.0933	7.8740
2.0937	7.8720
2.0940	7.8690
2.0943	7.8670
2.0947	7.8650
2.0950	7.8620
2.0953	7.8600
2.0957	7.8580
2.0960	7.8560
2.0963	7.8540
2.0967	7.8530
2.0970	7.8510
2.0973	7.8490
2.0977	7.8480
2.0980	7.8460
2.0983	7.8440
2.0987	7.8430
2.0990	7.8420
2.0993	7.8400
2.0997	7.8390
2.1000	7.8380
2.1003	7.8370
2.1007	7.8360
2.1010	7.8350
2.1013	7.8340
2.1017	7.8330
2.1020	7.8330
2.1023	7.8320
2.1027	7.8310
2.1030	7.8310
2.1033	7.8300
2.1037	7.8290
2.1040	7.8290
2.1043	7.8280
2.1047	7.8280
2.1050	7.8270
2.1053	7.8270
2.1057	7.8260
2.1060	7.8260
2.1063	7.8250
2.1067	7.8250
2.1070	7.8250
2.1073	7.8240
2.1077	7.8240
2.1080	7.8240
2.1083	7.8230
2.1087	7.8230
2.1090	7.8230
2.1093	7.8220
2.1097	7.8220
2.1100	7.8220
2.1103	7.8220
2.1107	7.8220
2.1110	7.8210
2.1113	7.8210
2.1117	7.8210
2.1120	7.8210
2.1123	7.8210
2.1127	7.8210
2.1130	7.8210
2.1133	7.8210
2.1137	7.8200
2.1140	7.8200
2.1143	7.8200
2.1147	7.8200
2.1150	7.8200
2.1153	7.8200
2.1157	7.8200
2.1160	7.8200
2.1163	7.8200
2.1167	7.8200
2.1170	7.8200
2.1173	7.8200
2.1177	7.8200
2.1180	7.8200
2.1183	7.8200
2.1187	7.8200
2.1190	7.8200
2.1193	7.8200
2.1197	7.8200
2.1200	7.8200
2.1203	7.8200
2.1207	7.8200
2.1210	7.8200
2.1213	7.8200
2.1217	7.8200
2.1220	7.8200
2.1223	7.8200
2.1227	7.8200
2.1230	7.8200
2.1233	7.8200
2.1237	7.8200
2.1240	7.8200
2.1243	7.8200
2.1247	7.8200
2.1250	7.8200
2.1253	7.8200
2.1257	7.8190
2.1260	7.8190
2.1263	7.8190
2.1267	7.8190
2.1270	7.8190
2.1273	7.8190
2.1277	7.8190
2.1280	7.8190
2.1283	7.8190
2.1287	7.8190
2.1290	7.8190
2.1293	7.8190
2.1297	7.8180
2.1300	7.8180
2.1303	7.8190
2.1307	7.8190
2.1310	7.8180
2.1313	7.8180
2.1317	7.8180
2.1320	7.8180
2.1323	7.8180
2.1327	7.8180
2.1330	7.8180
2.1333	7.8170
2.1337	7.8170
2.1340	7.8170
2.1343	7.8170
2.1347	7.8170
2.1350	7.8170
2.1353	7.8170
2.1357	7.8160
2.1360	7.8160
2.1363	7.8160
2.1367	7.8160
2.1370	7.8160
2.1373	7.8160
2.1377	7.8160
2.1380	7.8160
2.1383	7.8160
2.1387	7.8160
2.1390	7.8160
2.1393	7.8160
2.1397	7.8160
2.1400	7.8160
2.1403	7.8160
2.1407	7.8150
2.1410	7.8150
2.1413	7.8150
2.1417	7.8150
2.1420	7.8160
2.1423	7.8160
2.1427	7.8160
2.1430	7.8150
2.1433	7.8150
2.1437	7.8150
2.1440	7.8160
2.1443	7.8160
2.1447	7.8160
2.1450	7.8160
2.1453	7.8160
2.1457	7.8160
2.1460	7.8160
2.1463	7.8160
2.1467	7.8160
2.1470	7.8160
2.1473	7.8160
2.1477	7.8160
2.1480	7.8170
2.1483	7.8170
2.1487	7.8170
2.1490	7.8170
2.1493	7.8170
2.1497	7.8180
2.1500	7.8180
2.1503	7.8180
2.1507	7.8190
2.1510	7.8190
2.1513	7.8190
2.1517	7.8190
2.1520	7.8200
2.1523	7.8200
2.1527	7.8210
2.1530	7.8210
2.1533	7.8220
2.1537	7.8220
2.1540	7.8230
2.1543	7.8240
2.1547	7.8250
2.1550	7.8260
2.1553	7.8270
2.1557	7.8280
2.1560	7.8290
2.1563	7.8300
2.1567	7.8310
2.1570	7.8330
2.1573	7.8340
2.1577	7.8360
2.1580	7.8380
2.1583	7.8400
2.1587	7.8420
2.1590	7.8440
2.1593	7.8470
2.1597	7.8500
2.1600	7.8520
2.1603	7.8560
2.1607	7.8590
2.1610	7.8620
2.1613	7.8660
2.1617	7.8700
2.1620	7.8740
2.1623	7.8790
2.1627	7.8840
2.1630	7.8890
2.1633	7.8950
2.1637	7.9010
2.1640	7.9070
2.1643	7.9140
2.1647	7.9210
2.1650	7.9290
2.1653	7.9380
2.1657	7.9470
2.1660	7.9570
2.1663	7.9670
2.1667	7.9780
2.1670	7.9890
2.1673	8.0020
2.1677	8.0160
2.1680	8.0300
2.1683	8.0460
2.1687	8.0620
2.1690	8.0790
2.1693	8.0980
2.1697	8.1170
2.1700	8.1380
2.1703	8.1610
2.1707	8.1850
2.1710	8.2100
2.1713	8.2370
2.1717	8.2650
2.1720	8.2950
2.1723	8.3270
2.1727	8.3610
2.1730	8.3970
2.1733	8.4350
2.1737	8.4760
2.1740	8.5190
2.1743	8.5640
2.1747	8.6120
2.1750	8.6630
2.1753	8.7160
2.1757	8.7730
2.1760	8.8330
2.1763	8.8960
2.1767	8.9630
2.1770	9.0340
2.1773	9.1080
2.1777	9.1860
2.1780	9.2690
2.1783	9.3560
2.1787	9.4480
2.1790	9.5440
2.1793	9.6460
2.1797	9.7530
2.1800	9.8650
2.1803	9.9830
2.1807	10.1080
2.1810	10.2380
2.1813	10.3750
2.1817	10.5180
2.1820	10.6690
2.1823	10.8270
2.1827	10.9920
2.1830	11.1650
2.1833	11.3470
2.1837	11.5360
2.1840	11.7350
2.1843	11.9430
2.1847	12.1600
2.1850	12.3960
2.1853	12.6330
2.1857	12.8800
2.1860	13.1380
2.1863	13.4070
2.1867	13.6870
2.1870	13.9780
2.1873	14.2820
2.1877	14.5990
2.1880	14.9280
2.1883	15.2700
2.1887	15.6260
2.1890	15.9950
2.1893	16.3780
2.1897	16.7770
2.1900	17.1900
2.1903	17.6190
2.1907	18.0630
2.1910	18.5230
2.1913	18.9990
2.1917	19.4920
2.1920	20.0020
2.1923	20.5300
2.1927	21.0750
2.1930	21.6380
2.1933	22.2200
2.1937	22.8200
2.1940	23.4390
2.1943	24.0780
2.1947	24.7360
2.1950	25.4130
2.1953	26.1110
2.1957	26.8290
2.1960	27.5670
2.1963	28.3250
2.1967	29.1040
2.1970	29.9040
2.1973	30.7250
2.1977	31.5680
2.1980	32.4320
2.1983	33.3170
2.1987	34.2230
2.1990	35.1510
2.1993	36.1000
2.1997	37.0710
2.2000	38.0630
2.2003	39.0770
2.2007	40.1130
2.2010	41.1690
2.2013	42.2470
2.2017	43.3660
2.2020	44.4860
2.2023	45.6260
2.2027	46.7860
2.2030	47.9670
2.2033	49.1670
2.2037	50.3860
2.2040	51.6250
2.2043	52.8820
2.2047	54.1570
2.2050	55.4500
2.2053	56.7600
2.2057	58.0880
2.2060	59.4310
2.2063	60.7910
2.2067	62.1660
2.2070	63.5540
2.2073	64.9560
2.2077	66.3720
2.2080	67.8010
2.2083	69.2420
2.2087	70.6930
2.2090	72.1550
2.2093	73.6260
2.2097	75.1050
2.2100	76.5920
2.2103	78.0850
2.2107	79.5840
2.2110	81.0870
2.2113	82.5950
2.2117	84.1040
2.2120	85.6160
2.2123	87.1280
2.2127	88.6390
2.2130	90.1490
2.2133	91.6560
2.2137	93.1600
2.2140	94.6590
2.2143	96.1510
2.2147	97.6360
2.2150	99.1120
2.2153	100.5790
2.2157	102.0350
2.2160	103.4800
2.2163	104.9110
2.2167	106.3280
2.2170	107.7290
2.2173	109.1130
2.2177	110.4790
2.2180	111.8260
2.2183	113.1320
2.2187	114.4380
2.2190	115.7210
2.2193	116.9810
2.2197	118.2170
2.2200	119.4270
2.2203	120.6090
2.2207	121.7650
2.2210	122.8900
2.2213	123.9870
2.2217	125.0530
2.2220	126.0880
2.2223	127.0890
2.2227	128.0560
2.2230	128.9880
2.2233	129.8850
2.2237	130.7460
2.2240	131.5700
2.2243	132.3560
2.2247	133.1020
2.2250	133.8090
2.2253	134.4770
2.2257	135.1030
2.2260	135.6890
2.2263	136.2330
2.2267	136.7350
2.2270	137.1940
2.2273	137.6100
2.2277	137.9830
2.2280	138.3120
2.2283	138.5980
2.2287	138.8400
2.2290	139.0380
2.2293	139.1910
2.2297	139.3010
2.2300	139.3660
2.2303	139.3870
2.2307	139.3640
2.2310	139.2980
2.2313	139.1870
2.2317	139.0330
2.2320	138.8360
2.2323	138.5940
2.2327	138.3110
2.2330	137.9850
2.2333	137.6170
2.2337	137.2060
2.2340	136.7550
2.2343	136.2630
2.2347	135.7310
2.2350	135.1210
2.2353	134.5100
2.2357	133.8620
2.2360	133.1750
2.2363	132.4510
2.2367	131.6900
2.2370	130.8940
2.2373	130.0640
2.2377	129.1990
2.2380	128.3020
2.2383	127.3720
2.2387	126.4110
2.2390	125.4210
2.2393	124.4000
2.2397	123.3520
2.2400	122.2770
2.2403	121.1750
